Price,Close,High,Low,Open,Volume
Ticker,OPEN,OPEN,OPEN,OPEN,OPEN
Date,,,,,
2024-07-29,2.490000009536743,2.630000114440918,2.4700000286102295,2.5199999809265137,21187900
2024-07-30,2.3399999141693115,2.5199999809265137,2.2799999713897705,2.509999990463257,24288300
2024-07-31,2.319999933242798,2.4800000190734863,2.259999990463257,2.3499999046325684,33518200
2024-08-01,2.130000114440918,2.3299999237060547,2.0399999618530273,2.3299999237060547,36264600
2024-08-02,1.8600000143051147,1.9800000190734863,1.7200000286102295,1.8949999809265137,37957300
2024-08-05,1.7100000381469727,1.8200000524520874,1.600000023841858,1.625,30455400
2024-08-06,1.715000033378601,1.7999999523162842,1.690000057220459,1.7899999618530273,21474700
2024-08-07,1.600000023841858,1.7799999713897705,1.600000023841858,1.7699999809265137,24461300
2024-08-08,1.6799999475479126,1.690000057220459,1.6200000047683716,1.659999966621399,17335900
2024-08-09,1.659999966621399,1.7599999904632568,1.649999976158142,1.6799999475479126,19091200
2024-08-12,1.600000023841858,1.690000057220459,1.5800000429153442,1.659999966621399,17981100
2024-08-13,1.7599999904632568,1.7799999713897705,1.600000023841858,1.6100000143051147,21682400
2024-08-14,1.7599999904632568,1.8700000047683716,1.7100000381469727,1.809999942779541,20363100
2024-08-15,1.7999999523162842,1.840000033378601,1.7599999904632568,1.840000033378601,21715500
2024-08-16,1.7899999618530273,1.809999942779541,1.7400000095367432,1.7599999904632568,18074700
2024-08-19,1.9600000381469727,2.0399999618530273,1.7599999904632568,1.7899999618530273,36146400
2024-08-20,1.9450000524520874,2.0899999141693115,1.8899999856948853,1.9900000095367432,29983400
2024-08-21,2.009999990463257,2.0299999713897705,1.909999966621399,1.9500000476837158,21584900
2024-08-22,2.0199999809265137,2.25,2.009999990463257,2.069999933242798,40084900
2024-08-23,2.25,2.3399999141693115,2.0399999618530273,2.049999952316284,65454500
2024-08-26,2.5,2.549999952316284,2.25,2.3399999141693115,51784400
2024-08-27,2.380000114440918,2.5399999618530273,2.3299999237060547,2.440000057220459,42982400
2024-08-28,2.140000104904175,2.3499999046325684,2.0999999046325684,2.319999933242798,37481900
2024-08-29,2.0999999046325684,2.2300000190734863,2.049999952316284,2.2200000286102295,30516000
2024-08-30,2.1500000953674316,2.25,2.0899999141693115,2.130000114440918,33367200
2024-09-03,1.940000057220459,2.200000047683716,1.9199999570846558,2.0999999046325684,31859900
2024-09-04,1.9199999570846558,2.0399999618530273,1.8519999980926514,1.899999976158142,26627600
2024-09-05,1.9900000095367432,2.0199999809265137,1.9049999713897705,1.9299999475479126,24888500
2024-09-06,1.8899999856948853,2.0799999237060547,1.8799999952316284,2.0799999237060547,32435200
2024-09-09,1.9700000286102295,2.0,1.8799999952316284,1.899999976158142,25604900
2024-09-10,1.9600000381469727,2.0199999809265137,1.809999942779541,1.9900000095367432,34801200
2024-09-11,2.059999942779541,2.069999933242798,1.840000033378601,1.9199999570846558,31182500
2024-09-12,2.190000057220459,2.240000009536743,1.9900000095367432,2.049999952316284,35261900
2024-09-13,2.2699999809265137,2.437000036239624,2.2200000286102295,2.240000009536743,57669700
2024-09-16,2.380000114440918,2.4700000286102295,2.119999885559082,2.240000009536743,53310600
2024-09-17,2.359999895095825,2.430000066757202,2.2799999713897705,2.4200000762939453,41022700
2024-09-18,2.200000047683716,2.4200000762939453,2.180000066757202,2.319999933242798,71233100
2024-09-19,2.190000057220459,2.380000114440918,2.1600000858306885,2.3399999141693115,46347900
2024-09-20,2.0799999237060547,2.190000057220459,2.049999952316284,2.1600000858306885,43743900
2024-09-23,2.0299999713897705,2.119999885559082,2.0,2.119999885559082,29699800
2024-09-24,2.1600000858306885,2.190000057220459,2.0350000858306885,2.0399999618530273,32690300
2024-09-25,2.0,2.1600000858306885,1.9900000095367432,2.1600000858306885,30532700
2024-09-26,2.0899999141693115,2.130000114440918,2.0299999713897705,2.069999933242798,27861500
2024-09-27,2.069999933242798,2.190000057220459,2.049999952316284,2.140000104904175,33481900
2024-09-30,2.0,2.109999895095825,1.965000033378601,2.0299999713897705,31354700
2024-10-01,1.899999976158142,2.009999990463257,1.8799999952316284,2.009999990463257,31333300
2024-10-02,1.899999976158142,1.9299999475479126,1.840000033378601,1.850000023841858,34617100
2024-10-03,1.9299999475479126,1.9600000381469727,1.809999942779541,1.8700000047683716,37914600
2024-10-04,1.9900000095367432,2.0250000953674316,1.8799999952316284,2.0,32889800
2024-10-07,1.840000033378601,1.9800000190734863,1.809999942779541,1.9600000381469727,34146800
2024-10-08,1.7899999618530273,1.8300000429153442,1.7599999904632568,1.8300000429153442,33153300
2024-10-09,1.8200000524520874,1.850000023841858,1.75,1.7599999904632568,36023200
2024-10-10,1.7599999904632568,1.7799999713897705,1.7100000381469727,1.7699999809265137,33015800
2024-10-11,1.8700000047683716,1.899999976158142,1.7300000190734863,1.7400000095367432,39678800
2024-10-14,1.9299999475479126,1.9500000476837158,1.8200000524520874,1.899999976158142,29766200
2024-10-15,1.8899999856948853,1.9600000381469727,1.8530000448226929,1.9500000476837158,28842100
2024-10-16,1.9600000381469727,1.9700000286102295,1.8799999952316284,1.909999966621399,21159300
2024-10-17,1.8200000524520874,1.9299999475479126,1.809999942779541,1.9199999570846558,29918600
2024-10-18,1.8600000143051147,1.8700000047683716,1.7899999618530273,1.7999999523162842,19988500
2024-10-21,1.8300000429153442,1.8899999856948853,1.7699999809265137,1.840000033378601,23976900
2024-10-22,1.7799999713897705,1.8300000429153442,1.7599999904632568,1.7899999618530273,15963600
2024-10-23,1.7300000190734863,1.7899999618530273,1.690000057220459,1.7799999713897705,22188700
2024-10-24,1.7699999809265137,1.7899999618530273,1.7100000381469727,1.75,20734600
2024-10-25,1.75,1.840000033378601,1.75,1.7999999523162842,19245000
2024-10-28,1.8700000047683716,1.909999966621399,1.7799999713897705,1.7799999713897705,29842000
2024-10-29,1.7899999618530273,1.86899995803833,1.75,1.850000023841858,30487100
2024-10-30,1.840000033378601,1.9199999570846558,1.7699999809265137,1.7799999713897705,30058200
2024-10-31,1.75,1.8600000143051147,1.7300000190734863,1.8200000524520874,32459100
2024-11-01,1.8200000524520874,1.8300000429153442,1.75,1.7799999713897705,32003700
2024-11-04,1.850000023841858,1.9299999475479126,1.7999999523162842,1.7999999523162842,29138900
2024-11-05,1.9199999570846558,1.9299999475479126,1.8200000524520874,1.8200000524520874,21589200
2024-11-06,1.7799999713897705,1.9700000286102295,1.774999976158142,1.9500000476837158,36484500
2024-11-07,1.8700000047683716,1.9199999570846558,1.809999942779541,1.8300000429153442,48629000
2024-11-08,1.850000023841858,2.0199999809265137,1.7300000190734863,1.9299999475479126,58743000
2024-11-11,1.8300000429153442,1.8700000047683716,1.7200000286102295,1.7999999523162842,45412900
2024-11-12,1.7699999809265137,1.7899999618530273,1.7000000476837158,1.7799999713897705,47017700
2024-11-13,1.809999942779541,1.9199999570846558,1.7699999809265137,1.7999999523162842,51992400
2024-11-14,1.7699999809265137,1.8600000143051147,1.75,1.809999942779541,29341900
2024-11-15,1.659999966621399,1.7699999809265137,1.649999976158142,1.7599999904632568,32431800
2024-11-18,1.6100000143051147,1.649999976158142,1.5700000524520874,1.6449999809265137,33812300
2024-11-19,1.600000023841858,1.6200000047683716,1.5199999809265137,1.5800000429153442,23817700
2024-11-20,1.6299999952316284,1.6399999856948853,1.5700000524520874,1.590000033378601,26637800
2024-11-21,1.7000000476837158,1.7300000190734863,1.559999942779541,1.6299999952316284,44170500
2024-11-22,1.9900000095367432,2.009999990463257,1.6699999570846558,1.7100000381469727,89639400
2024-11-25,2.2799999713897705,2.4000000953674316,2.0999999046325684,2.119999885559082,87741800
2024-11-26,2.200000047683716,2.2699999809265137,2.130000114440918,2.180000066757202,51618900
